week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
18-Sep-21,47900,"washington-arlington-alexandria, dc-va-md-wv",7,-1.90%,21.00%,7,25.00%,25.00%,-3.20%,51.90%,-0.30%
18-Sep-21,33100,"miami-fort lauderdale-west palm beach, fl",8,12.10%,-47.20%,-33,-35.90%,-10.80%,1.50%,-43.90%,-0.50%
18-Sep-21,12060,"atlanta-sandy springs-roswell, ga",9,8.10%,-25.90%,-5,-12.20%,13.10%,2.50%,-18.40%,-0.10%
18-Sep-21,14460,"boston-cambridge-newton, ma-nh",10,0.70%,-18.50%,-4,-12.50%,-3.00%,2.60%,-27.50%,-0.70%
18-Sep-21,41860,"san francisco-oakland-hayward, ca",11,-5.80%,-19.80%,-2,-6.70%,-15.00%,0.30%,-31.10%,-0.50%
18-Sep-21,19820,"detroit-warren-dearborn, mi",12,-9.10%,-10.20%,-7,-18.90%,-2.80%,1.20%,12.70%,1.50%
18-Sep-21,38060,"phoenix-mesa-scottsdale, az",13,8.00%,-15.10%,0,0.00%,-10.80%,0.60%,-3.20%,0.50%
18-Sep-21,42660,"seattle-tacoma-bellevue, wa",14,7.20%,-37.00%,-6,-17.10%,-34.30%,-2.00%,-41.90%,-0.90%
18-Sep-21,33460,"minneapolis-st. paul-bloomington, mn-wi",15,-0.80%,-8.10%,-4,-11.40%,-6.70%,0.30%,20.30%,1.10%
18-Sep-21,40140,"riverside-san bernardino-ontario, ca",16,14.70%,-4.60%,0,0.00%,-5.20%,0.90%,31.60%,1.20%
18-Sep-21,45300,"tampa-st. petersburg-clearwater, fl",17,21.70%,-37.70%,-13,-26.00%,2.20%,1.80%,-18.40%,0.00%
18-Sep-21,41740,"san diego-carlsbad, ca",18,2.50%,-27.50%,1,3.30%,-6.70%,1.70%,9.80%,0.90%
18-Sep-21,41180,"st. louis, mo-il",19,-4.00%,-15.10%,-12,-20.70%,-8.60%,0.40%,-8.80%,0.20%
18-Sep-21,19740,"denver-aurora-lakewood, co",20,15.40%,-29.50%,-13,-37.10%,-10.70%,1.80%,-19.30%,0.30%
18-Sep-21,12580,"baltimore-columbia-towson, md",21,-1.40%,-1.00%,2,5.70%,13.60%,-4.50%,36.20%,-1.20%
18-Sep-21,38300,"pittsburgh, pa",22,-8.00%,-12.80%,-9,-16.40%,0.50%,1.00%,3.10%,0.70%
18-Sep-21,38900,"portland-vancouver-hillsboro, or-wa",23,5.50%,-15.60%,-6,-14.30%,28.50%,2.80%,48.60%,2.00%
18-Sep-21,16740,"charlotte-concord-gastonia, nc-sc",24,3.50%,-27.50%,-8,-21.10%,-5.50%,2.50%,-5.40%,0.90%
18-Sep-21,36740,"orlando-kissimmee-sanford, fl",25,17.00%,-46.20%,-19,-32.80%,-5.60%,1.80%,-44.30%,-1.20%
18-Sep-21,17460,"cleveland-elyria, oh",26,-11.50%,-1.00%,-3,-6.50%,8.90%,0.90%,11.80%,0.50%
18-Sep-21,41700,"san antonio-new braunfels, tx",27,10.80%,-24.10%,-7,-14.30%,0.80%,1.00%,-20.70%,-0.40%
18-Sep-21,17140,"cincinnati, oh-ky-in",28,-0.30%,-5.30%,-2,-5.10%,-9.00%,-0.20%,22.10%,1.00%
18-Sep-21,40900,"sacramento--roseville--arden-arcade, ca",29,9.40%,0.20%,-2,-5.90%,-12.70%,0.20%,21.70%,1.20%
18-Sep-21,28140,"kansas city, mo-ks",30,-9.70%,-0.90%,-5,-10.40%,-7.00%,-0.50%,4.80%,0.20%
18-Sep-21,18140,"columbus, oh",31,-5.00%,-0.60%,-7,-22.60%,-7.70%,0.00%,9.70%,0.90%
18-Sep-21,26900,"indianapolis-carmel-anderson, in",32,-3.10%,-22.80%,-7,-15.60%,-11.10%,0.50%,-28.70%,-0.70%
18-Sep-21,29820,"las vegas-henderson-paradise, nv",33,24.70%,-34.30%,-10,-25.60%,-15.30%,2.60%,-19.90%,1.00%
18-Sep-21,12420,"austin-round rock, tx",34,29.30%,-8.20%,-18,-39.10%,-7.00%,3.60%,34.40%,3.20%
18-Sep-21,34980,"nashville-davidson--murfreesboro--franklin, tn",35,11.50%,-39.90%,-13,-38.20%,-6.10%,3.80%,-10.50%,1.20%
18-Sep-21,41940,"san jose-sunnyvale-santa clara, ca",36,3.50%,-25.10%,1,3.60%,-7.70%,0.50%,-50.30%,-1.80%
18-Sep-21,47260,"virginia beach-norfolk-newport news, va-nc",37,-4.50%,-18.40%,-5,-14.30%,-8.60%,1.20%,50.00%,2.30%
18-Sep-21,33340,"milwaukee-waukesha-west allis, wi",38,-12.30%,3.80%,-4,-9.80%,-4.90%,0.00%,29.40%,1.60%
18-Sep-21,39300,"providence-warwick, ri-ma",39,2.10%,-10.80%,5,16.10%,-13.00%,0.10%,17.10%,0.90%
18-Sep-21,27260,"jacksonville, fl",40,12.10%,-30.20%,-19,-33.30%,14.60%,1.90%,8.60%,0.70%
18-Sep-21,36420,"oklahoma city, ok",41,-1.40%,-20.80%,-2,-4.40%,-13.20%,0.00%,-14.80%,-0.10%
18-Sep-21,31140,"louisville/jefferson county, ky-in",42,-5.60%,-3.50%,-6,-17.10%,8.30%,0.90%,18.20%,0.70%
18-Sep-21,32820,"memphis, tn-ms-ar",43,-1.90%,-13.70%,-7,-15.20%,0.20%,0.20%,-4.70%,-0.10%
18-Sep-21,35380,"new orleans-metairie, la",44,1.20%,-12.20%,-3,-4.70%,-23.30%,-0.80%,-34.50%,-0.90%
18-Sep-21,40060,"richmond, va",45,-4.40%,-18.40%,-3,-6.80%,-11.60%,-0.30%,17.90%,0.50%
18-Sep-21,39580,"raleigh, nc",46,8.40%,-51.80%,-31,-63.30%,0.40%,5.20%,-43.10%,-0.40%
18-Sep-21,15380,"buffalo-cheektowaga-niagara falls, ny",47,-2.10%,-6.60%,14,46.70%,-2.10%,0.60%,-29.30%,-0.50%
18-Sep-21,25540,"hartford-west hartford-east hartford, ct",48,13.00%,-57.00%,2,4.90%,-8.70%,-1.70%,-14.40%,-0.90%
18-Sep-21,13820,"birmingham-hoover, al",49,-1.80%,-26.80%,-4,-8.00%,-8.70%,0.50%,7.60%,0.60%
18-Sep-21,40380,"rochester, ny",50,-2.30%,-21.10%,-4,-16.00%,-1.00%,3.70%,-29.10%,-0.60%
18-Sep-21,46060,"tucson, az",51,6.20%,-2.10%,-3,-8.30%,3.30%,1.00%,31.10%,1.20%
18-Sep-21,41620,"salt lake city, ut",52,13.70%,-6.70%,-9,-29.00%,-21.50%,-0.40%,40.00%,2.30%
18-Sep-21,24340,"grand rapids-wyoming, mi",53,3.30%,-25.00%,-7,-16.30%,-10.60%,1.30%,-22.00%,0.00%
18-Sep-21,46140,"tulsa, ok",54,-5.40%,-21.60%,-8,-16.30%,-3.80%,0.30%,-7.70%,0.00%
18-Sep-21,10580,"albany-schenectady-troy, ny",55,-6.20%,-27.20%,6,11.30%,-18.00%,0.00%,-11.00%,0.20%
18-Sep-21,10740,"albuquerque, nm",56,1.40%,-22.40%,1,2.40%,-6.60%,0.80%,-11.70%,0.10%
18-Sep-21,36540,"omaha-council bluffs, ne-ia",57,-6.60%,-16.20%,-9,-20.00%,-1.20%,1.10%,-1.00%,0.20%
18-Sep-21,49340,"worcester, ma-ct",58,9.20%,-12.90%,-1,-3.20%,-8.00%,-1.70%,-6.10%,-0.50%
18-Sep-21,28940,"knoxville, tn",59,0.00%,-19.60%,-10,-19.20%,16.50%,2.10%,7.00%,0.50%
18-Sep-21,14860,"bridgeport-stamford-norwalk, ct",60,18.40%,-51.60%,5,9.40%,-50.40%,-4.30%,-14.20%,0.00%
18-Sep-21,24860,"greenville-anderson-mauldin, sc",61,11.30%,-34.60%,-14,-24.10%,3.20%,1.20%,-36.70%,-1.00%
18-Sep-21,35840,"north port-sarasota-bradenton, fl",62,25.70%,-63.70%,-26,-40.00%,-8.10%,3.00%,-59.20%,-1.10%
18-Sep-21,35300,"new haven-milford, ct",63,16.10%,-54.20%,-2,-4.80%,-16.50%,-2.40%,4.90%,-0.30%
18-Sep-21,19380,"dayton, oh",64,-2.40%,-4.10%,-4,-11.10%,-0.80%,0.40%,-3.00%,0.10%
18-Sep-21,46520,"urban honolulu, hi",65,15.50%,29.40%,-33,-42.30%,12.30%,2.30%,-19.50%,0.00%
18-Sep-21,10900,"allentown-bethlehem-easton, pa-nj",66,5.20%,-6.00%,7,22.60%,-17.70%,-3.80%,3.30%,-0.40%
18-Sep-21,17900,"columbia, sc",67,10.00%,-25.10%,-10,-27.80%,6.30%,4.30%,-27.00%,-0.50%
18-Sep-21,12940,"baton rouge, la",68,8.80%,-45.50%,-14,-17.50%,-10.80%,1.10%,-37.80%,-0.50%
18-Sep-21,24660,"greensboro-high point, nc",69,-11.90%,-14.00%,-17,-32.10%,10.90%,-3.40%,24.30%,-0.60%
18-Sep-21,23420,"fresno, ca",70,14.40%,6.60%,0,0.00%,-0.90%,-0.20%,-3.40%,-0.10%
18-Sep-21,16700,"charleston-north charleston, sc",71,-0.50%,-47.40%,-27,-43.50%,-16.30%,1.70%,-44.70%,-0.80%
18-Sep-21,30780,"little rock-north little rock-conway, ar",72,4.30%,-25.20%,-3,-6.70%,9.40%,0.30%,-46.50%,-2.70%
18-Sep-21,15980,"cape coral-fort myers, fl",73,17.60%,-61.50%,-30,-41.10%,-2.70%,3.00%,-39.40%,-0.10%
18-Sep-21,10420,"akron, oh",74,1.00%,6.40%,2,5.70%,-3.20%,-0.50%,26.70%,0.90%
18-Sep-21,21340,"el paso, tx",75,15.10%,-22.50%,-1,-2.20%,-1.20%,2.00%,-23.70%,-0.10%
18-Sep-21,37100,"oxnard-thousand oaks-ventura, ca",76,1.10%,-19.80%,16,88.90%,-12.60%,0.80%,-1.50%,0.60%
18-Sep-21,17820,"colorado springs, co",77,9.60%,-3.80%,-11,-34.40%,15.90%,3.20%,34.00%,1.60%
18-Sep-21,31540,"madison, wi",78,1.40%,-13.20%,-8,-16.70%,-11.70%,0.00%,10.60%,0.80%
18-Sep-21,12540,"bakersfield, ca",79,5.50%,-1.70%,0,0.00%,-3.80%,0.30%,-2.20%,0.20%
18-Sep-21,49180,"winston-salem, nc",80,-10.10%,-16.60%,-8,-16.70%,25.40%,-1.30%,8.10%,-1.00%
18-Sep-21,45060,"syracuse, ny",81,-9.80%,-12.20%,-1,-1.80%,-24.90%,-0.90%,11.40%,0.60%
18-Sep-21,19660,"deltona-daytona beach-ormond beach, fl",82,21.80%,-33.20%,-19,-32.80%,-2.90%,1.80%,10.10%,1.40%
18-Sep-21,14260,"boise city, id",83,23.30%,137.30%,3,9.40%,20.80%,0.00%,622.20%,6.70%
18-Sep-21,48620,"wichita, ks",84,-14.20%,-8.40%,-1,-2.30%,0.90%,1.00%,-13.30%,-0.10%
18-Sep-21,45780,"toledo, oh",85,-12.80%,4.00%,-1,-2.70%,5.70%,0.50%,42.00%,1.90%
18-Sep-21,19780,"des moines-west des moines, ia",86,9.90%,-25.00%,2,3.80%,-19.90%,-0.60%,28.50%,1.50%
18-Sep-21,44140,"springfield, ma",87,-6.90%,-19.30%,-13,-29.50%,-4.30%,1.60%,-18.80%,-0.30%
18-Sep-21,29460,"lakeland-winter haven, fl",88,26.10%,-48.90%,-22,-37.30%,8.40%,3.00%,-38.30%,-0.50%
18-Sep-21,37340,"palm bay-melbourne-titusville, fl",89,9.10%,-26.90%,-13,-24.50%,15.10%,1.80%,37.50%,1.40%
18-Sep-21,32580,"mcallen-edinburg-mission, tx",90,19.40%,-8.50%,-28,-36.40%,-5.00%,-3.50%,-6.70%,-1.30%
18-Sep-21,25420,"harrisburg-carlisle, pa",91,-7.70%,-5.90%,11,28.90%,27.30%,-6.70%,41.50%,-2.60%
18-Sep-21,42540,"scranton--wilkes-barre--hazleton, pa",92,2.70%,-15.10%,-11,-20.40%,0.70%,1.30%,-3.90%,0.50%
18-Sep-21,12260,"augusta-richmond county, ga-sc",93,8.30%,-14.40%,-7,-13.70%,22.10%,0.70%,31.70%,0.40%
18-Sep-21,49660,"youngstown-warren-boardman, oh-pa",94,-9.80%,-1.40%,-7,-13.20%,4.70%,0.60%,6.80%,0.40%
18-Sep-21,44700,"stockton-lodi, ca",95,14.90%,31.50%,-6,-17.10%,-4.50%,-0.60%,127.50%,2.30%
18-Sep-21,20500,"durham-chapel hill, nc",96,4.70%,-36.50%,-29,-50.90%,3.60%,4.00%,-30.00%,-0.10%
18-Sep-21,38860,"portland-south portland, me",97,5.90%,-23.70%,-4,-10.80%,-25.70%,-0.40%,0.00%,1.10%
18-Sep-21,44060,"spokane-spokane valley, wa",98,13.70%,5.90%,-1,-3.00%,10.90%,1.90%,43.00%,1.60%
18-Sep-21,16860,"chattanooga, tn-ga",99,0.30%,-17.30%,-13,-26.00%,30.50%,2.70%,-1.20%,0.10%
18-Sep-21,27140,"jackson, ms",100,-11.50%,-36.20%,-22,-30.10%,-22.00%,1.40%,-25.70%,0.50%
11-Sep-21,35620,"new york-newark-jersey city, ny-nj-pa",1,-0.10%,-15.00%,-3,-6.10%,15.70%,1.90%,-28.20%,-0.60%
11-Sep-21,31080,"los angeles-long beach-anaheim, ca",2,-9.10%,-26.30%,-1,-2.80%,-9.20%,1.00%,-21.10%,-0.10%
11-Sep-21,16980,"chicago-naperville-elgin, il-in-wi",3,-3.60%,-17.10%,-3,-7.50%,-1.20%,1.40%,-15.10%,0.00%
11-Sep-21,19100,"dallas-fort worth-arlington, tx",4,10.10%,-34.20%,-10,-22.20%,-4.00%,1.40%,-24.00%,-0.20%
11-Sep-21,26420,"houston-the woodlands-sugar land, tx",5,6.60%,-20.30%,-10,-20.00%,1.80%,1.00%,-6.30%,0.30%
11-Sep-21,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,-3.00%,-4.30%,2,4.70%,11.30%,-3.20%,6.30%,-1.70%
11-Sep-21,47900,"washington-arlington-alexandria, dc-va-md-wv",7,-0.80%,15.50%,5,17.90%,21.50%,-3.10%,64.30%,0.30%
11-Sep-21,33100,"miami-fort lauderdale-west palm beach, fl",8,13.30%,-47.40%,-33,-35.90%,-14.20%,1.20%,-46.70%,-0.60%
11-Sep-21,12060,"atlanta-sandy springs-roswell, ga",9,8.50%,-29.70%,-6,-14.30%,-16.60%,0.20%,-9.80%,0.30%
11-Sep-21,14460,"boston-cambridge-newton, ma-nh",10,-0.80%,-19.50%,-4,-11.80%,-1.30%,3.50%,-31.10%,-0.90%
11-Sep-21,41860,"san francisco-oakland-hayward, ca",11,-7.20%,-18.10%,-1,-3.30%,28.20%,4.50%,-36.60%,-0.90%
11-Sep-21,19820,"detroit-warren-dearborn, mi",12,-5.80%,-11.30%,-8,-21.10%,0.70%,1.60%,4.80%,1.00%
11-Sep-21,38060,"phoenix-mesa-scottsdale, az",13,5.60%,-14.20%,-1,-3.20%,-3.50%,1.20%,-12.10%,0.10%
11-Sep-21,42660,"seattle-tacoma-bellevue, wa",14,8.80%,-38.20%,-6,-17.10%,-25.00%,-0.50%,-46.80%,-1.10%
11-Sep-21,33460,"minneapolis-st. paul-bloomington, mn-wi",15,-1.10%,-8.70%,-1,-2.90%,3.00%,1.10%,14.70%,0.70%
11-Sep-21,40140,"riverside-san bernardino-ontario, ca",16,15.60%,-2.60%,-2,-5.70%,-5.40%,0.90%,50.20%,1.30%
11-Sep-21,45300,"tampa-st. petersburg-clearwater, fl",17,22.30%,-38.90%,-15,-30.00%,-2.80%,1.50%,-26.90%,-0.30%
11-Sep-21,41740,"san diego-carlsbad, ca",18,2.60%,-25.10%,-4,-12.10%,-10.80%,1.00%,-16.40%,0.10%
11-Sep-21,41180,"st. louis, mo-il",19,-3.80%,-14.20%,-15,-25.40%,-12.40%,0.00%,4.10%,0.60%
11-Sep-21,19740,"denver-aurora-lakewood, co",20,14.30%,-28.80%,-13,-37.10%,7.40%,3.60%,-25.10%,-0.10%
11-Sep-21,12580,"baltimore-columbia-towson, md",21,-1.40%,-2.30%,1,2.90%,24.40%,-3.20%,19.90%,-1.50%
11-Sep-21,38300,"pittsburgh, pa",22,-6.00%,-11.10%,-8,-15.10%,6.60%,1.30%,6.90%,0.80%
11-Sep-21,38900,"portland-vancouver-hillsboro, or-wa",23,6.50%,-16.40%,-4,-10.30%,24.00%,2.90%,75.50%,2.50%
11-Sep-21,16740,"charlotte-concord-gastonia, nc-sc",24,2.70%,-27.20%,-7,-18.40%,-4.80%,2.30%,2.40%,1.20%
11-Sep-21,36740,"orlando-kissimmee-sanford, fl",25,16.90%,-46.40%,-20,-35.10%,3.60%,2.40%,-32.50%,-0.40%
11-Sep-21,17460,"cleveland-elyria, oh",26,-12.70%,-2.00%,-3,-6.50%,-3.70%,0.00%,6.70%,0.40%
11-Sep-21,41700,"san antonio-new braunfels, tx",27,9.80%,-25.90%,-9,-19.10%,6.90%,1.40%,-10.20%,0.10%
11-Sep-21,17140,"cincinnati, oh-ky-in",28,-1.60%,-3.20%,-4,-10.00%,-5.40%,0.10%,-2.80%,0.10%
11-Sep-21,40900,"sacramento--roseville--arden-arcade, ca",29,7.30%,-0.90%,-3,-9.10%,-6.80%,0.90%,20.40%,1.00%
11-Sep-21,28140,"kansas city, mo-ks",30,-9.50%,-2.20%,-6,-12.50%,6.00%,0.50%,-8.50%,-0.20%
11-Sep-21,18140,"columbus, oh",31,-3.60%,-0.10%,-4,-12.90%,-1.80%,0.50%,12.90%,0.80%
11-Sep-21,26900,"indianapolis-carmel-anderson, in",32,-4.70%,-21.60%,-10,-21.70%,-7.30%,0.80%,-10.70%,0.20%
11-Sep-21,29820,"las vegas-henderson-paradise, nv",33,24.60%,-32.60%,-11,-28.20%,-8.40%,3.10%,-24.30%,0.40%
11-Sep-21,12420,"austin-round rock, tx",34,29.80%,-11.10%,-15,-34.90%,31.10%,4.10%,39.90%,2.20%
11-Sep-21,34980,"nashville-davidson--murfreesboro--franklin, tn",35,11.30%,-42.30%,-10,-32.30%,-7.50%,4.00%,-26.00%,0.40%
11-Sep-21,41940,"san jose-sunnyvale-santa clara, ca",36,4.30%,-21.00%,1,3.40%,24.10%,3.60%,-26.90%,-0.60%
11-Sep-21,47260,"virginia beach-norfolk-newport news, va-nc",37,-4.50%,-18.10%,-10,-25.60%,-15.20%,0.40%,22.20%,1.60%
11-Sep-21,33340,"milwaukee-waukesha-west allis, wi",38,-15.40%,7.30%,-5,-12.20%,20.30%,2.10%,13.10%,0.60%
11-Sep-21,39300,"providence-warwick, ri-ma",39,0.00%,-10.40%,-3,-8.30%,-10.10%,0.30%,26.70%,0.90%
11-Sep-21,27260,"jacksonville, fl",40,13.20%,-34.30%,-19,-33.30%,6.40%,1.30%,-11.90%,0.10%
11-Sep-21,36420,"oklahoma city, ok",41,-0.40%,-22.40%,-5,-11.10%,-1.60%,0.80%,-2.90%,0.40%
11-Sep-21,31140,"louisville/jefferson county, ky-in",42,-7.40%,-6.80%,-5,-14.30%,7.20%,0.80%,8.40%,0.40%
11-Sep-21,32820,"memphis, tn-ms-ar",43,-6.00%,-15.00%,-10,-20.80%,-0.50%,0.10%,-25.60%,-0.60%
11-Sep-21,35380,"new orleans-metairie, la",44,1.50%,-11.30%,-6,-9.70%,-70.90%,-4.00%,-68.40%,-2.20%
11-Sep-21,40060,"richmond, va",45,-4.10%,-18.40%,-6,-13.60%,-0.20%,0.50%,-19.60%,-0.40%
11-Sep-21,39580,"raleigh, nc",46,10.00%,-54.50%,-29,-61.70%,-1.80%,5.10%,-50.50%,-0.70%
11-Sep-21,15380,"buffalo-cheektowaga-niagara falls, ny",47,-4.10%,-9.50%,11,39.30%,-9.50%,0.00%,0.00%,0.20%
11-Sep-21,25540,"hartford-west hartford-east hartford, ct",48,13.30%,-56.30%,-4,-9.30%,-12.70%,-1.90%,-24.20%,-1.30%
11-Sep-21,13820,"birmingham-hoover, al",49,-1.00%,-23.80%,-5,-10.20%,-11.80%,0.10%,-2.50%,0.30%
11-Sep-21,40380,"rochester, ny",50,-4.00%,-21.90%,-6,-22.20%,3.40%,4.50%,0.00%,0.90%
11-Sep-21,46060,"tucson, az",51,7.50%,-5.80%,-5,-13.50%,0.70%,1.10%,14.40%,0.70%
11-Sep-21,41620,"salt lake city, ut",52,14.60%,-4.20%,-11,-34.40%,10.80%,2.10%,32.80%,1.30%
11-Sep-21,24340,"grand rapids-wyoming, mi",53,1.60%,-24.70%,-8,-18.20%,-9.20%,1.50%,-5.00%,0.50%
11-Sep-21,46140,"tulsa, ok",54,-7.20%,-23.80%,-11,-22.00%,-9.80%,-0.20%,-22.20%,-0.60%
11-Sep-21,10580,"albany-schenectady-troy, ny",55,-4.40%,-26.50%,5,9.60%,-31.50%,-0.90%,-10.50%,0.20%
11-Sep-21,10740,"albuquerque, nm",56,-0.60%,-21.60%,-2,-5.30%,-0.30%,1.10%,-7.00%,0.20%
11-Sep-21,36540,"omaha-council bluffs, ne-ia",57,-3.50%,-17.00%,-12,-27.90%,2.80%,1.20%,8.70%,0.30%
11-Sep-21,49340,"worcester, ma-ct",58,9.10%,-12.40%,-2,-6.50%,-7.00%,-1.60%,21.80%,0.80%
11-Sep-21,28940,"knoxville, tn",59,0.70%,-23.20%,-12,-23.50%,-1.10%,1.00%,1.40%,0.50%
11-Sep-21,14860,"bridgeport-stamford-norwalk, ct",60,19.30%,-50.30%,2,3.60%,-15.90%,-0.60%,-40.80%,-1.50%
11-Sep-21,24860,"greenville-anderson-mauldin, sc",61,18.50%,-37.20%,-13,-23.20%,22.80%,2.10%,-23.50%,-0.40%
11-Sep-21,35840,"north port-sarasota-bradenton, fl",62,26.70%,-65.30%,-26,-40.00%,-11.70%,2.60%,-52.50%,-0.70%
11-Sep-21,35300,"new haven-milford, ct",63,16.10%,-53.30%,-3,-7.10%,-18.20%,-2.60%,3.90%,-0.30%
11-Sep-21,19380,"dayton, oh",64,0.00%,-3.30%,-5,-14.30%,-6.50%,-0.20%,17.30%,0.80%
11-Sep-21,46520,"urban honolulu, hi",65,16.90%,27.80%,-33,-41.80%,3.30%,1.70%,-49.50%,-0.90%
11-Sep-21,10900,"allentown-bethlehem-easton, pa-nj",66,5.30%,-8.40%,1,2.80%,-13.60%,-3.10%,16.80%,0.10%
11-Sep-21,17900,"columbia, sc",67,10.00%,-24.20%,-15,-36.60%,4.80%,3.60%,-7.20%,1.00%
11-Sep-21,12940,"baton rouge, la",68,7.50%,-46.10%,-18,-22.80%,-23.20%,0.20%,-47.80%,-1.00%
11-Sep-21,24660,"greensboro-high point, nc",69,-11.70%,-13.90%,-24,-40.70%,27.10%,-1.70%,-15.50%,-1.90%
11-Sep-21,23420,"fresno, ca",70,12.70%,12.40%,0,0.00%,2.50%,0.10%,22.00%,0.60%
11-Sep-21,16700,"charleston-north charleston, sc",71,-2.50%,-46.10%,-28,-44.40%,1.40%,2.80%,-25.60%,0.30%
11-Sep-21,30780,"little rock-north little rock-conway, ar",72,2.10%,-26.30%,-7,-15.60%,-0.90%,-0.50%,-21.90%,-1.00%
11-Sep-21,15980,"cape coral-fort myers, fl",73,20.60%,-62.60%,-31,-41.90%,-11.90%,2.20%,-44.20%,-0.30%
11-Sep-21,10420,"akron, oh",74,0.00%,3.50%,2,5.70%,-4.40%,-0.60%,22.40%,0.60%
11-Sep-21,21340,"el paso, tx",75,11.90%,-24.40%,-5,-10.90%,-19.30%,0.50%,-2.60%,0.50%
11-Sep-21,37100,"oxnard-thousand oaks-ventura, ca",76,-2.20%,-20.90%,20,181.80%,-13.10%,0.80%,28.60%,1.30%
11-Sep-21,17820,"colorado springs, co",77,8.90%,-7.00%,-14,-40.00%,27.80%,4.60%,23.90%,1.40%
11-Sep-21,31540,"madison, wi",78,1.40%,-10.80%,-7,-15.60%,4.90%,1.30%,-14.30%,-0.20%
11-Sep-21,12540,"bakersfield, ca",79,5.20%,-1.00%,-1,-3.30%,3.30%,1.00%,-25.00%,-0.80%
11-Sep-21,49180,"winston-salem, nc",80,-8.30%,-20.50%,-14,-27.50%,18.80%,-1.50%,-21.40%,-1.60%
11-Sep-21,45060,"syracuse, ny",81,-7.10%,-13.50%,0,0.00%,-21.60%,-0.70%,17.90%,0.60%
11-Sep-21,19660,"deltona-daytona beach-ormond beach, fl",82,20.20%,-34.00%,-22,-37.30%,5.90%,2.30%,-3.60%,0.70%
11-Sep-21,14260,"boise city, id",83,25.70%,122.50%,3,10.30%,14.30%,-0.10%,624.00%,5.50%
11-Sep-21,48620,"wichita, ks",84,-14.30%,-10.30%,-3,-7.10%,-2.80%,0.50%,-16.70%,-0.30%
11-Sep-21,45780,"toledo, oh",85,-17.60%,2.50%,-3,-7.90%,9.90%,0.90%,93.80%,2.90%
11-Sep-21,19780,"des moines-west des moines, ia",86,10.70%,-23.30%,-2,-3.70%,1.00%,0.60%,25.00%,1.20%
11-Sep-21,44140,"springfield, ma",87,-4.40%,-16.80%,-12,-29.30%,-5.10%,1.50%,-3.70%,0.50%
11-Sep-21,29460,"lakeland-winter haven, fl",88,26.30%,-48.40%,-20,-34.50%,1.00%,2.60%,-29.90%,0.00%
11-Sep-21,37340,"palm bay-melbourne-titusville, fl",89,9.10%,-25.90%,-18,-32.70%,19.20%,2.00%,31.10%,1.20%
11-Sep-21,32580,"mcallen-edinburg-mission, tx",90,19.00%,-6.00%,-29,-37.20%,85.50%,1.00%,11.80%,-0.90%
11-Sep-21,25420,"harrisburg-carlisle, pa",91,-3.70%,-15.10%,3,7.50%,35.20%,-4.90%,39.20%,-1.90%
11-Sep-21,42540,"scranton--wilkes-barre--hazleton, pa",92,0.00%,-15.10%,-12,-22.60%,-3.70%,1.00%,4.80%,0.80%
11-Sep-21,12260,"augusta-richmond county, ga-sc",93,7.70%,-14.20%,-9,-17.30%,44.50%,1.70%,-9.30%,-0.50%
11-Sep-21,49660,"youngstown-warren-boardman, oh-pa",94,-6.50%,-3.40%,-9,-17.00%,9.30%,0.90%,29.30%,1.00%
11-Sep-21,44700,"stockton-lodi, ca",95,12.80%,35.70%,-7,-20.00%,16.50%,1.00%,72.50%,1.20%
11-Sep-21,20500,"durham-chapel hill, nc",96,4.00%,-38.00%,-25,-44.60%,10.10%,4.70%,-54.40%,-1.30%
11-Sep-21,38860,"portland-south portland, me",97,6.10%,-23.30%,-7,-18.40%,-14.10%,0.90%,9.60%,1.20%
11-Sep-21,44060,"spokane-spokane valley, wa",98,11.00%,-2.60%,-4,-11.40%,14.30%,2.30%,29.60%,1.20%
11-Sep-21,16860,"chattanooga, tn-ga",99,-1.20%,-23.70%,-13,-26.50%,-6.20%,0.30%,-11.50%,-0.10%
11-Sep-21,27140,"jackson, ms",100,-11.10%,-37.50%,-21,-28.00%,-13.80%,1.70%,10.30%,1.80%
4-Sep-21,35620,"new york-newark-jersey city, ny-nj-pa",1,-0.20%,-15.10%,0,0.00%,-38.40%,-1.90%,-25.20%,-0.40%
4-Sep-21,31080,"los angeles-long beach-anaheim, ca",2,-9.60%,-27.50%,1,2.90%,-33.60%,-1.50%,-32.40%,-0.40%
4-Sep-21,16980,"chicago-naperville-elgin, il-in-wi",3,-5.40%,-18.80%,-3,-7.10%,-18.40%,0.00%,-16.60%,0.10%
4-Sep-21,19100,"dallas-fort worth-arlington, tx",4,10.10%,-34.80%,-12,-25.50%,-6.80%,1.20%,-36.90%,-0.90%
4-Sep-21,26420,"houston-the woodlands-sugar land, tx",5,7.40%,-20.90%,-11,-22.00%,36.70%,3.50%,14.80%,1.10%
4-Sep-21,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,-6.70%,-1.90%,2,4.40%,-4.00%,-4.60%,8.50%,-1.70%
